index,n_atoms,charge,E_before_hartree,max_force_evA,failure_reason,converged,steps,E_after_hartree,delta_E_kcalmol,delta_E_kcal_per_atom,rmsd_A,n_total,n_ok,n_dE,failure_rate,delta_E_kcal_median,delta_E_kcal_mean,delta_E_kcal_p90,delta_E_per_atom_median,delta_E_per_atom_mean,delta_E_per_atom_p90,max_force_evA_median,rmsd_A_median,steps_median,convergence_rate
169,75,0,-78.331743044776,751.2021469429253,no_energy_in_xtb_output,False,,,,,,,,,,,,,,,,,,,
170,5,0,-17.357078833433,28.271795679909154,,True,,-17.462789659843,66.33454508331488,13.266909016662975,0.12992693379174727,,,,,,,,,,,,,,
171,13,0,-29.881317374077,4.994390186649819,,True,,-29.934461582792,33.34849446024956,2.5652688046345817,0.8704975265701425,,,,,,,,,,,,,,
172,11,0,-17.153758463752,6.089498475087254,,True,,-17.182266770899,17.889232824243166,1.626293893113015,0.41723147577599795,,,,,,,,,,,,,,
173,6,0,-10.727019406903,2.843739378949292,,True,,-10.741618101369,9.160819086366807,1.5268031810611344,0.331484103103693,,,,,,,,,,,,,,
174,86,0,-67.819673453258,69.93703209909961,,False,,-75.80013734301,5007.816698237832,58.230426723695714,1.2921766306278697,,,,,,,,,,,,,,
175,13,0,-22.884981583445,16.22171879173232,,True,,-22.98154210744,60.59264362735899,4.6609725867199225,0.34535105670328126,,,,,,,,,,,,,,
176,118,0,-192.528495014651,27.014618640329388,no_energy_in_xtb_output,False,,,,,,,,,,,,,,,,,,,
177,56,0,-60.65668750019,8.347576662811266,,True,,-61.215121117938,350.42238577219797,6.257542603074964,1.8864042684483133,,,,,,,,,,,,,,
178,60,0,-84.708028415688,4.205525164791078,,False,,-85.362557514232,410.72321038633356,6.845386839772226,3.1727339851900216,,,,,,,,,,,,,,
